Stock: AAPL
For: AAPL , 2020-12-01 is already in storage
    >>>> download finished...CMPR
1615987800000.0 1616011200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-18
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616074200000.0 1616097600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-19
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616160600000.0 1616184000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-22
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616419800000.0 1616443200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-23
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616506200000.0 1616529600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-24
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616592600000.0 1616616000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-25
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616679000000.0 1616702400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-26
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1616765400000.0 1616788800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-29
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617024600000.0 1617048000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-30
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617111000000.0 1617134400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-03-31
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617197400000.0 1617220800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-01
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617283800000.0 1617307200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-05
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617629400000.0 1617652800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-06
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617715800000.0 1617739200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-07
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617802200000.0 1617825600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-08
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617888600000.0 1617912000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-09
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1617975000000.0 1617998400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-12
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618234200000.0 1618257600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-13
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618320600000.0 1618344000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-14
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618407000000.0 1618430400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-15
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618493400000.0 1618516800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-16
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618579800000.0 1618603200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-19
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618839000000.0 1618862400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-20
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1618925400000.0 1618948800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-21
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619011800000.0 1619035200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-22
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619098200000.0 1619121600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-23
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619184600000.0 1619208000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-26
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619443800000.0 1619467200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-27
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619530200000.0 1619553600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-28
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619616600000.0 1619640000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-29
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619703000000.0 1619726400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-04-30
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1619789400000.0 1619812800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-03
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620048600000.0 1620072000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-04
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620135000000.0 1620158400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-05
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620221400000.0 1620244800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-06
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620307800000.0 1620331200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-07
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620394200000.0 1620417600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-10
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620653400000.0 1620676800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-11
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620739800000.0 1620763200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-12
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620826200000.0 1620849600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-13
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620912600000.0 1620936000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-14
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1620999000000.0 1621022400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-17
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621258200000.0 1621281600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-18
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621344600000.0 1621368000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-19
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621431000000.0 1621454400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-20
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621517400000.0 1621540800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-21
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621603800000.0 1621627200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-24
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621863000000.0 1621886400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-25
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1621949400000.0 1621972800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-26
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622035800000.0 1622059200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-27
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622122200000.0 1622145600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-05-28
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622208600000.0 1622232000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-01
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622554200000.0 1622577600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-02
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622640600000.0 1622664000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-03
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622727000000.0 1622750400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-04
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1622813400000.0 1622836800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-07
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623072600000.0 1623096000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-08
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623159000000.0 1623182400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-09
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623245400000.0 1623268800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-10
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623331800000.0 1623355200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-11
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623418200000.0 1623441600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-14
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623677400000.0 1623700800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-15
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623763800000.0 1623787200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-16
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623850200000.0 1623873600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-17
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1623936600000.0 1623960000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-18
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624023000000.0 1624046400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-21
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624282200000.0 1624305600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-22
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624368600000.0 1624392000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-23
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624455000000.0 1624478400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-24
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624541400000.0 1624564800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-25
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624627800000.0 1624651200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-28
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624887000000.0 1624910400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-29
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1624973400000.0 1624996800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-06-30
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625059800000.0 1625083200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-01
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625146200000.0 1625169600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-02
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625232600000.0 1625256000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-06
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625578200000.0 1625601600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-07
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625664600000.0 1625688000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-08
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625751000000.0 1625774400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-09
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1625837400000.0 1625860800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-12
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626096600000.0 1626120000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-13
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626183000000.0 1626206400000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-14
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626269400000.0 1626292800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-15
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626355800000.0 1626379200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-16
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626442200000.0 1626465600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-19
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626701400000.0 1626724800000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-20
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626787800000.0 1626811200000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-21
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626874200000.0 1626897600000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Date: 2021-07-22
    >>>> download... CMPR
       > skip 0 rows
    >>>> download finished...CMPR
1626960600000.0 1626984000000.0
    >>>> download... CMPR
       > skip 25000 rows
    >>>> download finished...CMPR
    >>>> Saving... 
    >>>> Saving Finished... CMPR
Stock: TRUE
Date: 2020-12-01
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1606833000000.0 1606856400000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving Finished... TRUE
Date: 2020-12-02
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1606919400000.0 1606942800000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-03
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607005800000.0 1607029200000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-04
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607092200000.0 1607115600000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-07
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607351400000.0 1607374800000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-08
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607437800000.0 1607461200000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-09
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607524200000.0 1607547600000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-10
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607610600000.0 1607634000000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-11
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607697000000.0 1607720400000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-14
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1607956200000.0 1607979600000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-15
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608042600000.0 1608066000000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-16
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608129000000.0 1608152400000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-17
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608215400000.0 1608238800000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-18
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608301800000.0 1608325200000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-21
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608561000000.0 1608584400000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-22
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608647400000.0 1608670800000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-23
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608733800000.0 1608757200000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-24
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1608820200000.0 1608843600000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-28
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1609165800000.0 1609189200000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-29
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
1609252200000.0 1609275600000.0
    >>>> download... TRUE
       > skip 25000 rows
    >>>> download finished...TRUE
    >>>> Saving... 
    >>>> Saving Finished... TRUE
Date: 2020-12-30
    >>>> download... TRUE
       > skip 0 rows
    >>>> download finished...TRUE
